代號,名稱,產業鏈代碼,產業鏈名稱,位置,子分類,上游公司,下游公司
6425,易發,G000,平面顯示器,中游,生產製程及檢測,1711|永光;1717|長興;1773|勝一;3010|華立;4720|德淵;4722|國精化;4755|三福化;5234|達興材料;1785|光洋科;3663|鑫科;4749|新應材;4768|晶呈科技;4772|台特化;6959|兆捷科技;|東進;|ENEOS控股株式會社;|富士軟片;|JSR株式會社;MRK|默克集團;|三井金屬,2371|大同;DELL|戴爾;HPQ|惠普;0992.HK|聯想;1614|三洋電;2352|佳世達;2489|瑞軒;3024|憶聲;6120|達運;9912|偉聯;3128|昇銳;3434|哲固;3541|西柏;4995|晶達;5493|三聯;6673|和詮;034220.KS|LG顯示;005930.KS|三星電子;1604|聲寶;2324|仁寶
7712,博盛半導體,D000,半導體,上游,IC設計,,2338|光罩;2438|翔耀;|大日本印刷;|豐創;|凸版印刷;2303|聯電;2330|台積電;2337|旺宏;2340|台亞;2344|華邦電;2371|大同;2408|南亞科;2434|統懋;2455|全新;3016|嘉晶;3532|台勝科;4919|新唐;5222|全訊;6770|力積電;8028|昇陽半導體
6811,宏碁資訊,5300,人工智慧,上游,雲端平台;領域解決方案;系統整合;顧問諮詢;資料處理,,
6811,宏碁資訊,R000,軟體服務,上游,系統整合服務;通路經銷;應用/系統軟體設計開發;資料處理服務,,
3029,零壹,5300,人工智慧,上游,雲端平台;系統整合;運算設備;機器學習;顧問諮詢,,
3029,零壹,5500,資通訊安全,上游,行動安全;網路基礎設施;端點安全防護;資安防護能力分析與鑑識服務;雲端安全,,
3029,零壹,R000,軟體服務,上游,系統整合服務;通路經銷,,
6690,安碁資訊,5500,資通訊安全,上游,行動安全;網路基礎設施;端點安全防護;資安防護能力分析與鑑識服務;雲端安全,,
6690,安碁資訊,R000,軟體服務,上游,系統整合服務,,
6763,綠界科技,R300,電子商務,上游,金流串接處理服務,,
6763,綠界科技,5200,金融科技,上游,支付,,
6751,智聯服務,R000,軟體服務,上游,系統整合服務,,
6442,光聖,I000,通信網路,下游,光通訊設備,2459|敦吉;3169|亞信;6470|宇智;8096|擎亞;7661|皓德盛科技;INTC|英特爾;005930.KS|三星電子;QCOM|高通;2344|華邦電;2408|南亞科;3260|威剛;4973|廣穎電通;8084|巨虹;8088|品安;7866|丹立;7655|依得科;MU|美光;000660.KS|SK海力士;2466|冠西電;2476|鉅祥,
8454,富邦媒,R300,電子商務,上游,店點開設管理;票券銷售;物流倉儲服務;一般零售,,
8454,富邦媒,V000,貿易百貨,中游,貿易商、代理商、經銷商,1614|三洋電;2371|大同;4930|燦星網;6201|亞弘電;6225|天瀚;2929|淘帝-KY;4807|日成-KY;8429|金麗-KY;2916|滿心;8916|光隆;8941|關中;2924|宏太-KY;6629|泰金-KY;2938|床的世界;2940|歐都納;7401|格外農品;7412|生態綠;7449|元皓;7451|頂豪;7542|宥盛,1419|新紡;1532|勤美;1614|三洋電;2371|大同;2430|燦坤;2601|益航;2614|東森;2901|欣欣;2903|遠百;2905|三商;2910|統領;2911|麗嬰房;2912|統一超;2913|農林;2915|潤泰全;2945|三商家購;3024|憶聲;6281|全國電;8443|阿瘦;9946|三發地產
2332,友訊,I000,通信網路,下游,網路設備,2459|敦吉;3169|亞信;6470|宇智;8096|擎亞;7661|皓德盛科技;INTC|英特爾;005930.KS|三星電子;QCOM|高通;2344|華邦電;2408|南亞科;3260|威剛;4973|廣穎電通;8084|巨虹;8088|品安;7866|丹立;7655|依得科;MU|美光;000660.KS|SK海力士;2466|冠西電;2476|鉅祥,
5536,聖暉,X000,其他,上游,其他電子產品,,
5536,聖暉,P000,電機機械,下游,機電系統工程;冷凍空調設備,1532|勤美;2371|大同;2483|百容;1589|永冠-KY;2067|嘉鋼;4538|大詠城;4580|捷流閥業;6705|振躍精密;|勤美達國際;|江蘇吉鑫風能;|吉鑫科技;1504|東元;1526|日馳;1536|和大;1597|直得;2049|上銀;2233|宇隆;2308|台達電;4540|全球傳動;4576|大銀微系統,
5536,聖暉,L000,印刷電路板,上游,生產製程及檢測設備,,2313|華通;2316|楠梓電;2328|廣宇;2355|敬鵬;2367|燿華;2368|金像電;2402|毅嘉;3037|欣興;3044|健鼎;3229|晟鈦;3321|同泰;3715|定穎投控;5469|瀚宇博;6108|競國;6141|柏承;6153|嘉聯益;6191|精成科;6251|定穎;6269|台郡;6271|同欣電
5536,聖暉,G000,平面顯示器,中游,生產製程及檢測,1711|永光;1717|長興;1773|勝一;3010|華立;4720|德淵;4722|國精化;4755|三福化;5234|達興材料;1785|光洋科;3663|鑫科;4749|新應材;4768|晶呈科技;4772|台特化;6959|兆捷科技;|東進;|ENEOS控股株式會社;|富士軟片;|JSR株式會社;MRK|默克集團;|三井金屬,2371|大同;DELL|戴爾;HPQ|惠普;0992.HK|聯想;1614|三洋電;2352|佳世達;2489|瑞軒;3024|憶聲;6120|達運;9912|偉聯;3128|昇銳;3434|哲固;3541|西柏;4995|晶達;5493|三聯;6673|和詮;034220.KS|LG顯示;005930.KS|三星電子;1604|聲寶;2324|仁寶
5536,聖暉,D000,半導體,中游/下游,生產製程,2401|凌陽;3035|智原;3443|創意;5222|全訊;6533|晶心科;6695|芯鼎;3661|世芯-KY;3339|泰谷;3529|力旺;6423|億而得;6643|M31;8054|安國;8227|巨有科技;8299|群聯;6786|芯測;6842|瑞宇;7707|益芯科;7796|擷發科;ARM|安謀;CDNS|益華,2308|台達電;2360|致茂;2467|志聖;3030|德律;3055|蔚華科;3583|辛耘;4770|上品;6277|宏正;6438|迅得;6515|穎崴;6937|天虹;7631|聚賢研發-創;7730|暉盛-創;8070|長華*;1595|川寶;3093|港建*;3131|弘塑;3219|倚強科;3339|泰谷;3402|漢科
6125,廣運,6000,自動化,上游,整體解決方案,,2049|上銀;6739|竹陞科技;7870|聯剛科技;ABB|ABB;7675|卡德爾;3219|倚強科;3623|富晶通;6218|豪勉;6234|高僑;6425|易發;6664|群翊;7709|榮田;8027|鈦昇;6857.T|Advantest;A|安捷倫科技;|森精機;|Hexagon AB;|MAZAK;|利樂;TMO|Thermo Fisher Scientific
6125,廣運,P000,電機機械,下游,機電系統工程;輸送機械及零配件,1532|勤美;2371|大同;2483|百容;1589|永冠-KY;2067|嘉鋼;4538|大詠城;4580|捷流閥業;6705|振躍精密;|勤美達國際;|江蘇吉鑫風能;|吉鑫科技;1504|東元;1526|日馳;1536|和大;1597|直得;2049|上銀;2233|宇隆;2308|台達電;4540|全球傳動;4576|大銀微系統,
6125,廣運,G000,平面顯示器,中游,生產製程及檢測,1711|永光;1717|長興;1773|勝一;3010|華立;4720|德淵;4722|國精化;4755|三福化;5234|達興材料;1785|光洋科;3663|鑫科;4749|新應材;4768|晶呈科技;4772|台特化;6959|兆捷科技;|東進;|ENEOS控股株式會社;|富士軟片;|JSR株式會社;MRK|默克集團;|三井金屬,2371|大同;DELL|戴爾;HPQ|惠普;0992.HK|聯想;1614|三洋電;2352|佳世達;2489|瑞軒;3024|憶聲;6120|達運;9912|偉聯;3128|昇銳;3434|哲固;3541|西柏;4995|晶達;5493|三聯;6673|和詮;034220.KS|LG顯示;005930.KS|三星電子;1604|聲寶;2324|仁寶
2359,所羅門,X000,其他,上游,其他電子產品,,
3293,鈊象,B000,休閒娛樂,上游,線上遊戲業,,
5274,信驊,D000,半導體,上游,IC設計,,2338|光罩;2438|翔耀;|大日本印刷;|豐創;|凸版印刷;2303|聯電;2330|台積電;2337|旺宏;2340|台亞;2344|華邦電;2371|大同;2408|南亞科;2434|統懋;2455|全新;3016|嘉晶;3532|台勝科;4919|新唐;5222|全訊;6770|力積電;8028|昇陽半導體
2603,長榮,T000,交通運輸及航運,上游,貨櫃航運,,
7547,碩網,5300,人工智慧,上游,雲端平台;領域解決方案;系統整合;機器學習;顧問諮詢,,
7547,碩網,R000,軟體服務,上游,系統整合服務;應用/系統軟體設計開發;資料處理服務,,
7734,印能科技,D000,半導體,下游,生產製程,2401|凌陽;3035|智原;3443|創意;5222|全訊;6533|晶心科;6695|芯鼎;3661|世芯-KY;3339|泰谷;3529|力旺;6423|億而得;6643|M31;8054|安國;8227|巨有科技;8299|群聯;6786|芯測;6842|瑞宇;7707|益芯科;7796|擷發科;ARM|安謀;CDNS|益華,
7736,虎山,P000,電機機械,下游,車用機械傳動設備,1532|勤美;2371|大同;2483|百容;1589|永冠-KY;2067|嘉鋼;4538|大詠城;4580|捷流閥業;6705|振躍精密;|勤美達國際;|江蘇吉鑫風能;|吉鑫科技;1504|東元;1526|日馳;1536|和大;1597|直得;2049|上銀;2233|宇隆;2308|台達電;4540|全球傳動;4576|大銀微系統,
7728,光焱科技,X000,其他,上游,其他電子產品,,
7728,光焱科技,D000,半導體,中游/下游,生產製程,2401|凌陽;3035|智原;3443|創意;5222|全訊;6533|晶心科;6695|芯鼎;3661|世芯-KY;3339|泰谷;3529|力旺;6423|億而得;6643|M31;8054|安國;8227|巨有科技;8299|群聯;6786|芯測;6842|瑞宇;7707|益芯科;7796|擷發科;ARM|安謀;CDNS|益華,2308|台達電;2360|致茂;2467|志聖;3030|德律;3055|蔚華科;3583|辛耘;4770|上品;6277|宏正;6438|迅得;6515|穎崴;6937|天虹;7631|聚賢研發-創;7730|暉盛-創;8070|長華*;1595|川寶;3093|港建*;3131|弘塑;3219|倚強科;3339|泰谷;3402|漢科
7732,金興精密,P000,電機機械,下游,車用機械傳動設備,1532|勤美;2371|大同;2483|百容;1589|永冠-KY;2067|嘉鋼;4538|大詠城;4580|捷流閥業;6705|振躍精密;|勤美達國際;|江蘇吉鑫風能;|吉鑫科技;1504|東元;1526|日馳;1536|和大;1597|直得;2049|上銀;2233|宇隆;2308|台達電;4540|全球傳動;4576|大銀微系統,
7769,鴻勁,D000,半導體,中游,生產製程,2401|凌陽;3035|智原;3443|創意;5222|全訊;6533|晶心科;6695|芯鼎;3661|世芯-KY;3339|泰谷;3529|力旺;6423|億而得;6643|M31;8054|安國;8227|巨有科技;8299|群聯;6786|芯測;6842|瑞宇;7707|益芯科;7796|擷發科;ARM|安謀;CDNS|益華,2308|台達電;2360|致茂;2467|志聖;3030|德律;3055|蔚華科;3583|辛耘;4770|上品;6277|宏正;6438|迅得;6515|穎崴;6937|天虹;7631|聚賢研發-創;7730|暉盛-創;8070|長華*;1595|川寶;3093|港建*;3131|弘塑;3219|倚強科;3339|泰谷;3402|漢科
2383,台光電,L000,印刷電路板,中游,銅箔基板,1303|南亞;1802|台玻;1815|富喬;3388|崇越電;5340|建榮;5475|德宏;8240|華宏;|AGY Holding Corp;|建滔化工;|日東紡;1717|長興;4764|雙鍵;|杜邦;|邁圖;|巴斯夫;|Sumitomo Bakelite;4989|榮科;8358|金居;|古河電氣工業;|JX金屬,
7709,榮田,6000,自動化,下游,自動化機台,3611|鼎翰;3623|富晶通;7870|聯剛科技;|勞勃·博世公司;EMR|艾默生電氣公司;HON|Honeywell;005930.KS|三星電子;6758.T|索尼;6739|竹陞科技;ABB|ABB;ROK|洛克威爾自動化;SIEGY|西門子;6503.T|三菱電機;|施耐德電機公司;ANSS|ANSYS;ADSK|歐特克;DASTY|達梭系統;PTC|PTC;|SAS;5371|中光電,
7709,榮田,P000,電機機械,下游,金屬加工用機械,1532|勤美;2371|大同;2483|百容;1589|永冠-KY;2067|嘉鋼;4538|大詠城;4580|捷流閥業;6705|振躍精密;|勤美達國際;|江蘇吉鑫風能;|吉鑫科技;1504|東元;1526|日馳;1536|和大;1597|直得;2049|上銀;2233|宇隆;2308|台達電;4540|全球傳動;4576|大銀微系統,
7713,威力德生醫,C200,醫療器材,下游,醫療器材代理銷售,2308|台達電;2459|敦吉;2476|鉅祥;3010|華立;3543|州巧;6838|台新藥;3665|貿聯-KY;1593|祺驊;3162|精確;3294|英濟;3303|岱稜;4183|福永生技;5356|協益;6151|晉倫;6275|元山;6577|勁豐;6913|鴻呈;7744|崴寶;8109|博大;3184|微邦,
3260,威剛,F000,電腦及週邊設備,上游,記憶體;隨身碟、記憶卡讀卡機,,2308|台達電;2317|鴻海;2324|仁寶;2331|精英;2353|宏碁;2356|英業達;2357|華碩;2362|藍天;2364|倫飛;2371|大同;2376|技嘉;2377|微星;2382|廣達;2430|燦坤;2483|百容;3005|神基;3231|緯創;4938|和碩;3213|茂訊;3709|鑫聯大投控
3260,威剛,I000,通信網路,上游,記憶體,,2301|光寶科;2308|台達電;2317|鴻海;2324|仁寶;2332|友訊;2345|智邦;2352|佳世達;2357|華碩;2371|大同;2397|友通;2419|仲琦;2483|百容;2485|兆赫;3002|歐格;3025|星通;3027|盛達;3047|訊舟;3062|建漢;3380|明泰;3419|譁裕
3260,威剛,D000,半導體,下游,IC模組,2401|凌陽;3035|智原;3443|創意;5222|全訊;6533|晶心科;6695|芯鼎;3661|世芯-KY;3339|泰谷;3529|力旺;6423|億而得;6643|M31;8054|安國;8227|巨有科技;8299|群聯;6786|芯測;6842|瑞宇;7707|益芯科;7796|擷發科;ARM|安謀;CDNS|益華,
4114,健喬,C100,製藥,下游,藥品代理;中、西藥,1786|科妍;4764|雙鍵;6446|藥華藥;6657|華安;6838|台新藥;6885|全福生技;6919|康霈*;6541|泰福-KY;3176|基亞;4105|東洋;4128|中天;4147|中裕;4162|智擎;4174|浩鼎;4911|德英;6492|生華科;6496|科懋;6509|聚和;6535|順藥;6661|威健生技,
3467,台灣精材,D000,半導體,中游,生產製程,2401|凌陽;3035|智原;3443|創意;5222|全訊;6533|晶心科;6695|芯鼎;3661|世芯-KY;3339|泰谷;3529|力旺;6423|億而得;6643|M31;8054|安國;8227|巨有科技;8299|群聯;6786|芯測;6842|瑞宇;7707|益芯科;7796|擷發科;ARM|安謀;CDNS|益華,2308|台達電;2360|致茂;2467|志聖;3030|德律;3055|蔚華科;3583|辛耘;4770|上品;6277|宏正;6438|迅得;6515|穎崴;6937|天虹;7631|聚賢研發-創;7730|暉盛-創;8070|長華*;1595|川寶;3093|港建*;3131|弘塑;3219|倚強科;3339|泰谷;3402|漢科
7737,凱鈿,5300,人工智慧,上游,雲端平台;領域解決方案;系統整合;電腦視覺;機器學習,,
7737,凱鈿,5500,資通訊安全,上游,資料安全,,
6597,立誠,L000,印刷電路板,中游,硬板、軟板、IC載板製造,1303|南亞;1802|台玻;1815|富喬;3388|崇越電;5340|建榮;5475|德宏;8240|華宏;|AGY Holding Corp;|建滔化工;|日東紡;1717|長興;4764|雙鍵;|杜邦;|邁圖;|巴斯夫;|Sumitomo Bakelite;4989|榮科;8358|金居;|古河電氣工業;|JX金屬,
6597,立誠,I000,通信網路,上游,其他零組件,,2301|光寶科;2308|台達電;2317|鴻海;2324|仁寶;2332|友訊;2345|智邦;2352|佳世達;2357|華碩;2371|大同;2397|友通;2419|仲琦;2483|百容;2485|兆赫;3002|歐格;3025|星通;3027|盛達;3047|訊舟;3062|建漢;3380|明泰;3419|譁裕
6850,光鼎生技,C200,醫療器材,中游,醫療器材研發、設計、,2308|台達電;2459|敦吉;2476|鉅祥;3010|華立;3543|州巧;6838|台新藥;3665|貿聯-KY;1593|祺驊;3162|精確;3294|英濟;3303|岱稜;4183|福永生技;5356|協益;6151|晉倫;6275|元山;6577|勁豐;6913|鴻呈;7744|崴寶;8109|博大;3184|微邦,2308|台達電;2352|佳世達;2371|大同;3543|州巧;4104|佳醫;4164|承業醫;4720|德淵;6614|資拓宏宇;6645|金萬林-創;6838|台新藥;6918|愛派司;6931|青松健康;9917|中保科;5284|jpp-KY;1788|杏昌;3118|進階;3218|大學光;4116|明基醫;4138|曜亞;4175|杏一
6918,愛派司,C200,醫療器材,中游/下游,醫療器材代理銷售;醫療器材研發、設計、,2308|台達電;2459|敦吉;2476|鉅祥;3010|華立;3543|州巧;6838|台新藥;3665|貿聯-KY;1593|祺驊;3162|精確;3294|英濟;3303|岱稜;4183|福永生技;5356|協益;6151|晉倫;6275|元山;6577|勁豐;6913|鴻呈;7744|崴寶;8109|博大;3184|微邦,2308|台達電;2352|佳世達;2371|大同;3543|州巧;4104|佳醫;4164|承業醫;4720|德淵;6614|資拓宏宇;6645|金萬林-創;6838|台新藥;6931|青松健康;9917|中保科;5284|jpp-KY;1788|杏昌;3118|進階;3218|大學光;4116|明基醫;4138|曜亞;4175|杏一;5398|慕康生醫
6925,意藍,5300,人工智慧,上游,雲端平台;領域解決方案;系統整合;機器學習;顧問諮詢,,
6925,意藍,R300,電子商務,上游,行銷廣告服務;資訊系統建置服務;資料分析處理服務;資訊聚合,,
6925,意藍,R000,軟體服務,上游,系統整合服務;應用/系統軟體設計開發;資料處理服務,,
2449,京元電子,D000,半導體,下游,IC封裝測試,2401|凌陽;3035|智原;3443|創意;5222|全訊;6533|晶心科;6695|芯鼎;3661|世芯-KY;3339|泰谷;3529|力旺;6423|億而得;6643|M31;8054|安國;8227|巨有科技;8299|群聯;6786|芯測;6842|瑞宇;7707|益芯科;7796|擷發科;ARM|安謀;CDNS|益華,
2345,智邦,I000,通信網路,下游,網路設備,2459|敦吉;3169|亞信;6470|宇智;8096|擎亞;7661|皓德盛科技;INTC|英特爾;005930.KS|三星電子;QCOM|高通;2344|華邦電;2408|南亞科;3260|威剛;4973|廣穎電通;8084|巨虹;8088|品安;7866|丹立;7655|依得科;MU|美光;000660.KS|SK海力士;2466|冠西電;2476|鉅祥,
6510,精測,D000,半導體,中游,生產製程,2401|凌陽;3035|智原;3443|創意;5222|全訊;6533|晶心科;6695|芯鼎;3661|世芯-KY;3339|泰谷;3529|力旺;6423|億而得;6643|M31;8054|安國;8227|巨有科技;8299|群聯;6786|芯測;6842|瑞宇;7707|益芯科;7796|擷發科;ARM|安謀;CDNS|益華,2308|台達電;2360|致茂;2467|志聖;3030|德律;3055|蔚華科;3583|辛耘;4770|上品;6277|宏正;6438|迅得;6515|穎崴;6937|天虹;7631|聚賢研發-創;7730|暉盛-創;8070|長華*;1595|川寶;3093|港建*;3131|弘塑;3219|倚強科;3339|泰谷;3402|漢科
3661,世芯-KY,D000,半導體,上游,IP設計,,2338|光罩;2438|翔耀;|大日本印刷;|豐創;|凸版印刷;2303|聯電;2330|台積電;2337|旺宏;2340|台亞;2344|華邦電;2371|大同;2408|南亞科;2434|統懋;2455|全新;3016|嘉晶;3532|台勝科;4919|新唐;5222|全訊;6770|力積電;8028|昇陽半導體
2881,富邦金,U000,金融,上游,金控業/銀行業/保險業,,
2882,國泰金,U000,金融,上游,金控業/銀行業/保險業,,
2891,中信金,U000,金融,上游,金控業/銀行業/保險業,,
2884,玉山金,U000,金融,上游,金控業/銀行業/保險業,,
3711,日月光投控,D000,半導體,下游,IC封裝測試,2401|凌陽;3035|智原;3443|創意;5222|全訊;6533|晶心科;6695|芯鼎;3661|世芯-KY;3339|泰谷;3529|力旺;6423|億而得;6643|M31;8054|安國;8227|巨有科技;8299|群聯;6786|芯測;6842|瑞宇;7707|益芯科;7796|擷發科;ARM|安謀;CDNS|益華,
2408,南亞科,F000,電腦及週邊設備,上游,記憶體,,2308|台達電;2317|鴻海;2324|仁寶;2331|精英;2353|宏碁;2356|英業達;2357|華碩;2362|藍天;2364|倫飛;2371|大同;2376|技嘉;2377|微星;2382|廣達;2430|燦坤;2483|百容;3005|神基;3231|緯創;4938|和碩;3213|茂訊;3709|鑫聯大投控
2408,南亞科,I000,通信網路,上游,記憶體,,2301|光寶科;2308|台達電;2317|鴻海;2324|仁寶;2332|友訊;2345|智邦;2352|佳世達;2357|華碩;2371|大同;2397|友通;2419|仲琦;2483|百容;2485|兆赫;3002|歐格;3025|星通;3027|盛達;3047|訊舟;3062|建漢;3380|明泰;3419|譁裕
2408,南亞科,D000,半導體,中游/上游,IC設計;IC/晶圓製造,2401|凌陽;3035|智原;3443|創意;5222|全訊;6533|晶心科;6695|芯鼎;3661|世芯-KY;3339|泰谷;3529|力旺;6423|億而得;6643|M31;8054|安國;8227|巨有科技;8299|群聯;6786|芯測;6842|瑞宇;7707|益芯科;7796|擷發科;ARM|安謀;CDNS|益華,2308|台達電;2360|致茂;2467|志聖;3030|德律;3055|蔚華科;3583|辛耘;4770|上品;6277|宏正;6438|迅得;6515|穎崴;6937|天虹;7631|聚賢研發-創;7730|暉盛-創;8070|長華*;1595|川寶;3093|港建*;3131|弘塑;3219|倚強科;3339|泰谷;3402|漢科
2360,致茂,R000,軟體服務,上游,系統整合服務,,
2360,致茂,F000,電腦及週邊設備,上游,電源供應器,,2308|台達電;2317|鴻海;2324|仁寶;2331|精英;2353|宏碁;2356|英業達;2357|華碩;2362|藍天;2364|倫飛;2371|大同;2376|技嘉;2377|微星;2382|廣達;2430|燦坤;2483|百容;3005|神基;3231|緯創;4938|和碩;3213|茂訊;3709|鑫聯大投控
2360,致茂,X000,其他,上游,其他電子產品,,
2360,致茂,G000,平面顯示器,中游,生產製程及檢測,1711|永光;1717|長興;1773|勝一;3010|華立;4720|德淵;4722|國精化;4755|三福化;5234|達興材料;1785|光洋科;3663|鑫科;4749|新應材;4768|晶呈科技;4772|台特化;6959|兆捷科技;|東進;|ENEOS控股株式會社;|富士軟片;|JSR株式會社;MRK|默克集團;|三井金屬,2371|大同;DELL|戴爾;HPQ|惠普;0992.HK|聯想;1614|三洋電;2352|佳世達;2489|瑞軒;3024|憶聲;6120|達運;9912|偉聯;3128|昇銳;3434|哲固;3541|西柏;4995|晶達;5493|三聯;6673|和詮;034220.KS|LG顯示;005930.KS|三星電子;1604|聲寶;2324|仁寶
2360,致茂,D000,半導體,中游/下游,生產製程,2401|凌陽;3035|智原;3443|創意;5222|全訊;6533|晶心科;6695|芯鼎;3661|世芯-KY;3339|泰谷;3529|力旺;6423|億而得;6643|M31;8054|安國;8227|巨有科技;8299|群聯;6786|芯測;6842|瑞宇;7707|益芯科;7796|擷發科;ARM|安謀;CDNS|益華,2308|台達電;2467|志聖;3030|德律;3055|蔚華科;3583|辛耘;4770|上品;6277|宏正;6438|迅得;6515|穎崴;6937|天虹;7631|聚賢研發-創;7730|暉盛-創;8070|長華*;1595|川寶;3093|港建*;3131|弘塑;3219|倚強科;3339|泰谷;3402|漢科;3455|由田
3653,健策,D000,半導體,下游,導線架,2401|凌陽;3035|智原;3443|創意;5222|全訊;6533|晶心科;6695|芯鼎;3661|世芯-KY;3339|泰谷;3529|力旺;6423|億而得;6643|M31;8054|安國;8227|巨有科技;8299|群聯;6786|芯測;6842|瑞宇;7707|益芯科;7796|擷發科;ARM|安謀;CDNS|益華,
3665,貿聯-KY,C200,醫療器材,上游,電子零組件、塑化材料、,,1733|五鼎;2483|百容;4736|泰博;6201|亞弘電;6838|台新藥;5284|jpp-KY;1781|合世;1799|易威;3373|熱映;4121|優盛;4735|豪展;5457|宣德;6577|勁豐;6543|普惠醫工;7850|寶泰生醫;7574|元健大和;7671|寶泓生醫;7681|深禾醫;7696|遠醫科;|A&D
3665,貿聯-KY,B000,休閒娛樂,上游,休閒車業,,
3665,貿聯-KY,F000,電腦及週邊設備,上游,連接線;其他電腦及週邊設備之零組件,,2308|台達電;2317|鴻海;2324|仁寶;2331|精英;2353|宏碁;2356|英業達;2357|華碩;2362|藍天;2364|倫飛;2371|大同;2376|技嘉;2377|微星;2382|廣達;2430|燦坤;2483|百容;3005|神基;3231|緯創;4938|和碩;3213|茂訊;3709|鑫聯大投控
3665,貿聯-KY,L000,印刷電路板,中游,基板組裝加工及相關製造,1303|南亞;1802|台玻;1815|富喬;3388|崇越電;5340|建榮;5475|德宏;8240|華宏;|AGY Holding Corp;|建滔化工;|日東紡;1717|長興;4764|雙鍵;|杜邦;|邁圖;|巴斯夫;|Sumitomo Bakelite;4989|榮科;8358|金居;|古河電氣工業;|JX金屬,
3665,貿聯-KY,I000,通信網路,上游,線材;其他零組件,,2301|光寶科;2308|台達電;2317|鴻海;2324|仁寶;2332|友訊;2345|智邦;2352|佳世達;2357|華碩;2371|大同;2397|友通;2419|仲琦;2483|百容;2485|兆赫;3002|歐格;3025|星通;3027|盛達;3047|訊舟;3062|建漢;3380|明泰;3419|譁裕
